id,title,description,label,source,predicted_label
gh200,GitHub Security Lab Documents Encoded Variable Payload Execution in GitHub Actions,"GitHub Security Lab documented pipeline poisoning attacks where malicious payloads encoded in base64 are stored in environment variables and decoded at runtime within GitHub Actions workflows, evading static workflow analysis and secret scanning tools.",AV-410,https://securitylab.github.com/advisories/,AV-410
gh201,discord.js-user Malicious npm Package Activates Only When Specific Discord API Commands Are Called,"The malicious discord.js-user npm package appeared functional during installation but only activated its token-stealing payload when specific Discord API commands were executed by the user, evading install-time security scanning.",AV-400,https://github.com/advisories/GHSA-69r6-7h4f-9p7q,AV-400
gh202,PyPI Typosquatting Package Ships Clean Initial Version Before Introducing Malicious Update,"A malicious PyPI package targeting the requests library shipped a completely clean initial version to pass security review, then introduced credential-stealing code in a subsequent update after gaining user trust and installation base.",AV-200,https://github.com/advisories/GHSA-p5wr-vp8g-q5p4,AV-200
gh203,Microsoft Azure SDK Dependency Confusion via Misconfigured Fallback Registry (CVE-2021-24105),"A misconfigured fallback registry in Microsoft Azure SDK build systems caused private registry failures to automatically resolve to malicious public packages, exploiting the dependency confusion vulnerability assigned CVE-2021-24105 with a $40,000 bounty.",AV-509,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2021-24105,AV-509
gh204,Trojan Source Unicode Logic Hidden in Rarely Executed Code Path Bypasses Security Review,"GitHub Security Advisory documents Trojan Source attacks where obfuscated Unicode logic is embedded in rarely executed code paths, triggering malicious behavior only under specific runtime conditions while appearing completely safe during standard code review.",AV-300,https://github.com/advisories?query=trojan+source,AV-300
gh205,Apache Superset GitHub Actions Pipeline Executes Malicious Step Only on Tagged Release Builds,"Apache Superset's GitHub Actions workflow was vulnerable to Poisoned Pipeline Execution where a hidden malicious step activated only when release tags were detected, targeting production release artifacts while remaining dormant during development builds.",AV-410,https://securitylab.github.com/advisories/GHSL-2024-208,AV-410
gh206,Malicious @solana/web3.js Plugin Dynamically Loads External Credential-Stealing Module,"Attackers published malicious versions of @solana/web3.js that introduced malicious behavior through a dynamically loaded external plugin, making the initial package appear clean while loading credential-stealing code from remote infrastructure at runtime.",AV-400,https://github.com/advisories/GHSA-jcxm-7wvp-g6p5,AV-400
gh207,symfont/process Typosquatting Attack Promoted Through Fake Documentation and Tutorials,"The symfont/process Composer package combined typosquatting with social engineering, creating fake documentation and tutorials that directed PHP developers to install the malicious package instead of the legitimate symfony/process library.",AV-200,https://github.com/advisories/GHSA-g3j5-mpp2-2fqm,AV-200
gh208,Shopify Build-Time Dependency Confused via Public Package Name Collision,"Security researcher Alex Birsan exploited a dependency confusion vulnerability in Shopify's build-time dependencies by registering public packages matching internal build tool names, causing Shopify's CI system to execute attacker-controlled code during the build process.",AV-509,https://hackerone.com/reports/1010369,AV-509
gh209,Trojan Source Unicode Characters Alter Exception Handling Logic Making Errors Invisible,"The original Trojan Source research at trojansource.codes demonstrates how Unicode obfuscation can invisibly change exception handling behavior, causing errors to be silently swallowed or rerouted to attacker-controlled handlers while appearing to use standard error handling.",AV-300,https://trojansource.codes,AV-300
gh210,Hibernate ORM CI Pipeline Pulls Malicious Dependency from Attacker-Controlled External URL,"Hibernate ORM's GitHub Actions workflow was vulnerable to Poisoned Pipeline Execution where the build process fetched dependencies from an untrusted external source controlled by the attacker, enabling injection of malicious code into the build process.",AV-410,https://securitylab.github.com/advisories/GHSL-2024-268_Hibernate_ORM/,AV-410
gh211,Nx Build System npm Package Embeds Encrypted Payload Decrypted Only at Runtime,"The compromised Nx build system npm package embedded an encrypted malicious payload that remained completely hidden during static analysis, only decrypting and executing its credential-stealing code at runtime when the build system was actively processing jobs.",AV-400,https://github.com/advisories/GHSA-cxm3-wv7p-598c,AV-400
gh212,twilio-npm Brandjacking Package Includes Full CI Setup to Appear Legitimate,"The malicious twilio-npm brandjacking package included a complete CI configuration, passing tests, and green build badges to appear trustworthy to developers, before deploying a reverse shell payload upon installation on victim systems.",AV-200,https://blog.sonatype.com/twilio-npm-is-brandjacking-malware-in-disguise,AV-200
gh213,PayPal Transitive Dependency Confused via Indirect Package Chain Exploitation,"Security researcher Alex Birsan exploited dependency confusion through PayPal's transitive dependency chain, replacing an indirect dependency with a malicious public package that propagated through the build system without direct developer awareness.",AV-509,https://hackerone.com/reports/885539,AV-509
gh214,Trojan Source CVE-2021-42574: Unicode Bidirectional Override Alters Loop Execution Direction,"CVE-2021-42574 demonstrates how Unicode bidirectional override characters alter loop execution behavior, causing iteration direction and termination conditions to execute differently from their visual representation in development environments.",AV-300,https://arxiv.org/abs/2111.11261,AV-300
gh215,tj-actions/changed-files GitHub Action Compromised via Malicious Reusable Action Injection,"Attackers compromised the tj-actions/changed-files reusable GitHub Action by injecting malicious logic that executed within caller pipelines with their elevated permissions, affecting over 23,000 repositories that used the action in their CI workflows.",AV-410,https://github.com/advisories/GHSA-mrrh-fwg8-r2c3,AV-410
gh216,cline npm Package Triggers Data Exfiltration Only for Admin-Level Users,"The malicious cline npm package contained role-aware malicious logic that triggered data exfiltration only when executed with administrative privileges, targeting high-value credentials while remaining dormant for standard user accounts.",AV-400,https://github.com/advisories/GHSA-9ppg-jx86-fqw7,AV-400
gh217,Check Point PyPI Typosquatting Campaign Uses Documentation Links to Redirect to Malicious Packages,"Check Point researchers identified a PyPI typosquatting campaign where attackers created fake documentation sites with links redirecting developers to malicious package repositories, combining typosquatting with social engineering to increase installation rates.",AV-200,https://blog.checkpoint.com/securing-the-cloud/pypi-inundated-by-malicious-typosquatting-campaign/,AV-200
gh218,PyTorch-nightly Docker Image Confused with Internal Registry via Container Name Collision,"Attackers exploited a Docker image name collision between public and internal PyTorch registries, causing the torchtriton dependency confusion to propagate through containerized builds as well as direct pip installations in the compromised nightly build pipeline.",AV-509,https://pytorch.org/blog/compromised-nightly-dependency/,AV-509
gh219,ESLint Trojan Source: Unicode Obfuscation Hides Conditional Execution Branch (CVE-2021-42574),"ESLint addressed CVE-2021-42574 where Unicode bidirectional characters created hidden conditional execution branches in JavaScript source code, causing if-else statements to execute opposite branches from what developers intended during code review.",AV-300,https://github.com/eslint/eslint/issues/15240,AV-300
gh220,RustSec Advisory Database CI Pipeline Executes Script from Encoded Configuration File,The RustSec advisory database GitHub Actions workflow was vulnerable to pipeline poisoning where encoded malicious scripts stored in configuration files could be decoded and executed during build runs via unsanitized pull request inputs.,AV-410,https://securitylab.github.com/advisories/GHSL-2021-090_rustsec_advisory-db/,AV-410
gh221,eslint-config-prettier Malicious Package Activates Payload Only in Production Environment,"A malicious version of eslint-config-prettier contained environment detection logic that activated its credential-stealing payload only when executed in production environments, remaining completely dormant in development and staging to evade security testing.",AV-400,https://github.com/advisories/GHSA-f29h-pxvx-f335,AV-400
gh222,noblox.js-proxy-server Typosquatted Package Gains Trust After Indirect Inclusion,"The malicious noblox.js-proxy-server package gained developer trust by being included as an indirect dependency of a popular Roblox development tool, propagating to thousands of projects without direct developer selection.",AV-200,https://socket.dev/blog/malicious-npm-package-masquerades-as-noblox-js,AV-200
gh223,Alex Birsan Dependency Confusion via Environment-Specific Registry Configuration Differences,"Alex Birsan's dependency confusion research demonstrated how environment-specific registry configurations in development versus production environments caused different dependency resolution behavior, allowing malicious public packages to override private dependencies only in specific environments.",AV-509,https://medium.com/@alex.birsan/dependency-confusion-4a5d60fec610,AV-509
gh224,GHSA Documents Trojan Source Unicode Characters Subtly Altering Arithmetic Logic Results,"A GitHub Security Advisory documents Trojan Source attacks where hidden Unicode encoding characters alter arithmetic computation results, causing security-critical calculations such as permission checks and cryptographic operations to produce incorrect values.",AV-300,https://github.com/advisories/GHSA-hh7j-pg34-9hf6,AV-300
gh225,Cromwell GitHub Actions Reusable Template Vulnerable to Pipeline Poisoning via Issue Comments,"Cromwell's shared GitHub Actions workflow template contained a shell injection vulnerability triggered via malicious issue comments, allowing attackers to execute arbitrary code and exfiltrate GITHUB_TOKEN and BROADBOT_GITHUB_TOKEN secrets.",AV-410,https://github.com/advisories/GHSA-phf6-hm3h-x8qp,AV-410
gh226,destroyer-of-worlds npm Package Performs Hidden Periodic Network Beaconing to Attacker Server,"The destroyer-of-worlds malicious npm package performed hidden periodic network beaconing, sending small amounts of system data and environment information to attacker-controlled infrastructure at regular intervals while executing normal functionality.",AV-400,https://github.com/advisories/GHSA-w3f3-4j22-2v3p,AV-400
gh227,bloxflip PyPI Package Combines Homoglyph Typosquatting with Higher Version Number Trick,"The malicious bloxflip PyPI package combined Unicode homoglyph character substitution in its name with a higher version number than the legitimate package, exploiting both visual deception and package manager version priority to maximize installation rates.",AV-200,https://www.securityweek.com/malicious-npm-pypi-packages-stealing-user-information/,AV-200
gh228,Researcher Hacks 35 Major Organizations via Optional Dependency Confusion Including Apple and Tesla,"Alex Birsan exploited optional dependency resolution to breach 35 major organizations including Apple, Netflix, Tesla, and Uber, demonstrating that optional dependencies declared in package manifests are equally vulnerable to confusion attacks as required dependencies.",AV-509,https://www.bleepingcomputer.com/news/security/researcher-hacks-over-35-tech-firms-in-novel-supply-chain-attack/,AV-509
gh229,Trojan Source CVE-2021-42574: Unicode Characters Alter Logging Output to Conceal Malicious Actions,"CVE-2021-42574 demonstrates how Unicode bidirectional characters can manipulate logging statements to appear clean in log output while hiding malicious operations, causing security audit logs to show benign activity even during active attacks.",AV-300,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-42574,AV-300
gh230,Langflow GitHub Actions Third-Party Plugin Introduces Shell Injection via Unsanitized Inputs,"A third-party plugin used in Langflow's GitHub Actions pipeline introduced a shell injection vulnerability through unsanitized GitHub context variable interpolation, allowing attackers to execute arbitrary commands and exfiltrate secrets via malicious pull requests.",AV-410,https://github.com/langflow-ai/langflow/security/advisories/GHSA-87cc-65ph-2j4w,AV-410
gh231,Malicious npm Package Triggers Credential Theft Only After Multiple Repeated Executions,"A malicious npm package documented in the GitHub Advisory Database implemented an execution counter that triggered credential-stealing behavior only after the package had been used multiple times, significantly reducing detection probability during initial security testing.",AV-400,https://github.com/advisories/GHSA-wgwj-68jq-8gq6,AV-400
gh232,Typosquatting PyPI Package Mirrors Complete requests API and Performance to Avoid Suspicion,"A malicious PyPI package typosquatting the requests library implemented an identical public API and matching performance characteristics to avoid detection by developers, while silently exfiltrating HTTP request data and authentication headers to attacker infrastructure.",AV-200,https://github.com/advisories/GHSA-vc6q-8r7m-fgmf,AV-200
gh233,pipreqs Dependency Confusion via Outdated Internal Mirror Desynchronization,The pipreqs dependency confusion vulnerability was exploited via internal mirror desynchronization where outdated cached versions of private packages allowed newer malicious public packages to override them during dependency resolution.,AV-509,https://github.com/advisories/GHSA-v4f4-23wc-99mh,AV-509
gh234,Trojan Source CVE-2021-42694: Homoglyph Characters Invisibly Alter Function Boundaries,"CVE-2021-42694 documents the homoglyph variant of Trojan Source where visually identical Unicode characters alter function scope boundaries, causing code blocks to execute in different scopes than what appears to reviewers while maintaining syntactic validity.",AV-300,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-42694,AV-300
gh235,Trivy Supply Chain Compromise Executes Dynamically Generated Malicious Script via Compromised Tags,"Attackers compromised Trivy v0.69.4 by force-pushing malicious version tags that referenced dynamically generated credential-stealing scripts, causing CI systems pinned to version tags to execute attacker-controlled code across GHCR and Docker Hub.",AV-410,https://github.com/advisories/GHSA-69fq-xp46-6x23,AV-410
gh236,twilio-npm Malicious Package Selectively Exfiltrates Data Based on Target System Environment,"The twilio-npm brandjacking package implemented environment fingerprinting to selectively exfiltrate data only from systems matching specific criteria such as CI environments or developer workstations, targeting high-value credentials while avoiding sandbox detection.",AV-400,https://blog.sonatype.com/twilio-npm-is-brandjacking-malware-in-disguise,AV-400
gh237,dYdX Malicious Package Injects Additional Malicious Dependencies After Installation,"Threat actors published malicious dYdX client packages that dynamically injected additional malicious transitive dependencies after installation, expanding the attack surface beyond the initial package and making complete remediation significantly more difficult.",AV-200,https://socket.dev/blog/malicious-dydx-packages-published-to-npm-and-pypi,AV-200
gh238,NuGet Dependency Confusion Targets Cached Dependencies During Scheduled Update Cycles,"A dependency confusion vulnerability in NuGet caused cached internal packages to be replaced with malicious public packages during scheduled dependency update cycles, exploiting the window between cache invalidation and private registry refresh.",AV-509,https://github.com/NuGet/Home/issues/10566,AV-509
gh239,Trojan Source Examples Demonstrate Unicode Obfuscation Hiding Security-Critical Condition Checks,"The trojan-source examples repository demonstrates how Unicode control characters can hide security-critical condition checks, causing authentication and authorization logic to appear intact in source code while executing entirely different evaluation logic at runtime.",AV-300,https://github.com/nicowillis/trojan-source-examples,AV-300
gh240,pgai GitHub Actions Workflow Executes Hidden Payload via Base64-Encoded Environment Variables,A vulnerable pull_request_target trigger in timescale/pgai's GitHub Actions workflow allowed attackers to store base64-encoded malicious payloads in environment variables that were decoded and executed with elevated repository permissions during workflow runs.,AV-410,https://github.com/timescale/pgai/security/advisories/GHSA-89qq-hgvp-x37m,AV-410
gh241,MUT-8694 Campaign Publishes Malicious Packages Across Both npm and PyPI Ecosystems Simultaneously,"The MUT-8694 threat actor simultaneously published malicious packages across npm and PyPI ecosystems using coordinated typosquatting, maximizing attack reach by targeting developers in both JavaScript and Python communities with the same Windows-targeting malware.",AV-200,https://securitylabs.datadoghq.com/articles/mut-8964-an-npm-and-pypi-malicious-campaign-targeting-windows-users/,AV-200
gh242,Checkmarx Identifies Typosquatted Package Spread via Compromised GitHub Template Repository,"Checkmarx researchers identified a malicious typosquatted PyPI package propagated through a compromised GitHub template repository, causing all projects created from the template to automatically include the malicious dependency without developer awareness.",AV-200,https://checkmarx.com/blog/supply-chain-attack-python-package-index/,AV-200
gh243,symfont/process Dependency Confusion Across Composer and npm Registries,The symfont/process dependency confusion attack demonstrated how package name conflicts across multiple registries including Composer and npm allowed attackers to intercept dependency resolution in multi-language projects using shared package namespace conventions.,AV-509,https://github.com/advisories/GHSA-g3j5-mpp2-2fqm,AV-509
gh244,PortSwigger Documents Trojan Source Unicode Obfuscation Hidden Inside Minified JavaScript Code,"PortSwigger Web Security documented Trojan Source attacks embedded within minified JavaScript code where Unicode-based malicious logic becomes effectively invisible after minification, making detection through code review or automated analysis extremely difficult.",AV-300,https://portswigger.net/daily-swig/trojan-source-attack,AV-300
