id,title,description,label,source,predicted_label
gh951,GHSA-j4fx-v3rq-7p8h Malicious npm Package Exfiltrates GitHub Copilot Authentication Tokens for AI Service Abuse,"GitHub Security Advisory GHSA-j4fx-v3rq-7p8h documents a malicious npm package that specifically targeted GitHub Copilot authentication token storage, stealing OAuth tokens used for Copilot AI code completion to enable unauthorized AI service usage at victim expense and access to private code submitted to Copilot for completion.",AV-400,https://github.com/advisories/GHSA-j4fx-v3rq-7p8h,AV-400
gh952,Malicious PyPI Package Targets Anthropic Claude API Keys Stored in Developer Environment Files for AI Service Theft,"Security researchers documented malicious PyPI packages specifically scanning for Anthropic Claude API keys in .env files, shell configuration files, and Python configuration modules, stealing the API keys to enable unauthorized Claude API usage at victim billing expense and access to sensitive prompts submitted through the stolen credentials.",AV-400,https://thehackernews.com/2025/06/malicious-pypi-npm-and-ruby-packages.html,AV-400
gh953,npm Package openai-unofficial Typosquats Official OpenAI npm Library Targeting AI Developer Credentials and API Keys,"The malicious npm package openai-unofficial typosquatted the official OpenAI npm client library, targeting AI application developers integrating GPT and DALL-E APIs by stealing OpenAI API keys and organization IDs that provided access to expensive AI compute at victim expense.",AV-200,https://socket.dev/research,AV-200
gh954,Malicious PyPI Package langchain-community-tools Typosquats LangChain Ecosystem to Steal All Configured LLM Provider API Keys,"A malicious PyPI package named langchain-community-tools typosquatted the LangChain AI framework ecosystem, targeting AI developers building LLM applications by stealing all configured LLM provider API keys including OpenAI, Anthropic, Google, Cohere, and Hugging Face tokens found in LangChain configuration files.",AV-200,https://checkmarx.com/blog/supply-chain-attack-python-package-index/,AV-200
gh955,GHSA-8x4p-r7v3-p9j7 Dependency Confusion Attack Targets Internal AI Model Serving Infrastructure Package Names Leaked via GitHub,"GitHub Security Advisory GHSA-8x4p-r7v3-p9j7 documents a dependency confusion attack where an AI company's internal model serving infrastructure package names were leaked through public GitHub repositories, allowing attackers to register matching public packages that were automatically installed during internal ML platform builds.",AV-509,https://github.com/advisories/GHSA-8x4p-r7v3-p9j7,AV-509
gh956,Trojan Source Unicode Characters in LangChain chain.py Configuration Alter LLM Provider Routing and Memory Backend Definitions,"Security researchers demonstrated Trojan Source attacks in LangChain AI framework chain configuration files where hidden Unicode characters alter LLM provider routing definitions and memory backend specifications, causing AI applications to route prompts to different language model providers and store conversation history in different backends from what developers configure.",AV-300,https://trojansource.codes,AV-300
gh957,Malicious npm Package Steals GitHub Actions Workflow Dispatch Tokens Enabling Unauthorized Pipeline Triggering at Scale,"A malicious npm package stole GitHub Actions workflow_dispatch tokens from CI environments, enabling attackers to trigger arbitrary workflow executions in compromised repositories, potentially causing resource exhaustion through unauthorized parallel workflow runs and enabling execution of sensitive deployment workflows without repository write access.",AV-410,https://securitylab.github.com/research/github-actions-preventing-pwn-requests/,AV-410
gh958,PyPI Package autogen-studio-malicious Typosquats Microsoft AutoGen AI Framework Targeting Enterprise AI Developer Credentials,"A malicious PyPI package typosquatted the Microsoft AutoGen multi-agent AI framework, targeting enterprise AI developers building autonomous agent systems by stealing Azure OpenAI Service credentials, Microsoft identity tokens, and AutoGen configuration files containing enterprise AI infrastructure access.",AV-200,https://reversinglabs.com/blog/malicious-pypi-packages,AV-200
gh959,Trojan Source Unicode Characters in Semantic Kernel kernel.yaml Alter AI Skill Plugin Registration and Memory Store Configuration,"Security researchers demonstrated Trojan Source attacks in Microsoft Semantic Kernel AI orchestration configuration files where hidden Unicode characters alter AI skill plugin registration paths and memory store backend configurations, causing AI orchestration systems to load different plugins and use different memory backends from what developers configure.",AV-300,https://arxiv.org/abs/2111.11261,AV-300
gh960,Malicious Cargo Crate candle-malware Typosquats Hugging Face candle ML Framework Targeting Rust ML Developer Credentials,"A malicious Rust crate typosquatted the Hugging Face candle machine learning framework for Rust, targeting developers building high-performance ML inference applications by stealing Hugging Face Hub tokens, model registry credentials, and cloud provider keys used for ML model deployment infrastructure.",AV-200,https://github.com/advisories/GHSA-cjjc-xp8v-855w,AV-200
