id,title,description,label,source,predicted_label
gh751,Mini Shai-Hulud gh-token-monitor Persistence Daemon Survives Reboot and Continuously Monitors for New GitHub Tokens,"The Mini Shai-Hulud malware deployed a persistence daemon named gh-token-monitor on Linux and macOS systems that survived system reboots and continuously monitored for newly created or rotated GitHub tokens, automatically exfiltrating fresh credentials as developers rotated compromised tokens in response to the supply chain attack.",AV-410,https://arcticwolf.com/resources/blog/mini-shai-hulud-supply-chain-malware-attack/,AV-410
gh752,Mini Shai-Hulud Steals AWS Credentials via IMDSv2 Instance Metadata Service from Cloud-Hosted CI/CD Runners,"The Mini Shai-Hulud payload included dedicated code to steal AWS credentials via the IMDSv2 Instance Metadata Service endpoint, targeting cloud-hosted CI/CD runners that use EC2 instance profiles for AWS authentication rather than static credential files, demonstrating sophisticated cloud credential theft beyond simple environment variable scanning.",AV-400,https://orca.security/resources/blog/tanstack-npm-supply-chain-worm/,AV-400
gh753,Mini Shai-Hulud Steals HashiCorp Vault Tokens from CI/CD Environments Using Vault Authentication Methods,"The Mini Shai-Hulud supply chain worm included dedicated credential harvesting for HashiCorp Vault tokens, targeting organizations that use Vault for secrets management in CI/CD pipelines and demonstrating that supply chain attackers now specifically target enterprise secrets management infrastructure alongside traditional environment variables.",AV-400,https://orca.security/resources/blog/tanstack-npm-supply-chain-worm/,AV-400
gh754,TanStack Pull Request Forked Repository Triggers pull_request_target Workflow Poisoning Entire GitHub Actions Cache with Malicious pnpm Store,"The TanStack CVE-2026-45321 attack chain began when TeamPCP forked the TanStack router repository and opened a pull request that triggered a pull_request_target workflow, exploiting the workflow trigger's access to repository secrets to poison the GitHub Actions cache with a malicious pnpm package store that infected all subsequent workflow runs.",AV-410,https://orca.security/resources/blog/tanstack-npm-supply-chain-worm/,AV-410
gh755,OIDC Trusted Publisher Binding Trusted Entire Repository Instead of Specific Protected Branch Enabling TanStack SLSA Bypass,"The fundamental vulnerability enabling the TanStack supply chain attack was that the OIDC trusted publisher binding trusted the entire TanStack repository rather than a specific workflow on a protected branch, allowing attackers to trigger publishing from attacker-influenced workflow runs that generated valid SLSA provenance attestations for malicious packages.",AV-410,https://orca.security/resources/blog/tanstack-npm-supply-chain-worm/,AV-410
gh756,Provenance Verification Necessary But No Longer Sufficient as TanStack Attack Produces First Valid SLSA-Attested Malicious Packages,"The TanStack supply chain attack demonstrated that provenance verification through SLSA attestation is necessary but no longer sufficient as a security control, because attackers can produce valid cryptographic provenance attestations for malicious packages by hijacking legitimate OIDC-based release pipelines rather than stealing long-lived credentials.",AV-509,https://unit42.paloaltonetworks.com/monitoring-npm-supply-chain-attacks/,AV-509
gh757,Behavioral Analysis at Install Time Essential as TanStack Attack Shows Provenance Alone Insufficient Security Signal,"Orca Security concluded from the TanStack supply chain attack that behavioral analysis at package install time has become essential because provenance attestation alone is no longer a reliable safety signal, requiring tools that analyze actual package behavior during installation rather than trusting cryptographic attestations that can be generated by compromised legitimate pipelines.",AV-509,https://orca.security/resources/blog/tanstack-npm-supply-chain-worm/,AV-509
gh758,Microsoft DurableTask Python SDK Three Malicious Versions Uploaded to PyPI Within 35-Minute Window in Fresh Mini Shai-Hulud Wave,"Microsoft's DurableTask Python SDK was compromised in a fresh Mini Shai-Hulud campaign wave with three malicious versions uploaded to PyPI within a 35-minute window, demonstrating the automated and rapid publication capability of the supply chain worm's self-propagation mechanism targeting Microsoft enterprise tooling.",AV-400,https://www.securityweek.com/over-320-npm-packages-hit-by-fresh-mini-shai-hulud-supply-chain-attack/,AV-400
gh759,actions-cool/issues-helper GitHub Action Compromised and Linked to Mini Shai-Hulud Campaign by Wiz Research,"The popular GitHub Action actions-cool/issues-helper was compromised and linked to the Mini Shai-Hulud campaign by Wiz Research, expanding the attack surface beyond npm and PyPI package registries to include GitHub Actions marketplace entries used in CI/CD workflows across thousands of repositories.",AV-410,https://www.securityweek.com/over-320-npm-packages-hit-by-fresh-mini-shai-hulud-supply-chain-attack/,AV-410
gh760,1055 Malicious Versions Across 502 Unique Packages Tracked Across Full Mini Shai-Hulud Campaign by StepSecurity,"StepSecurity tracked 1,055 malicious package versions across 502 unique packages across the full Mini Shai-Hulud supply chain campaign, establishing it as one of the largest single coordinated supply chain attack campaigns ever documented in terms of the number of distinct packages affected.",AV-200,https://www.securityweek.com/over-320-npm-packages-hit-by-fresh-mini-shai-hulud-supply-chain-attack/,AV-200
