id,title,description,label,source,predicted_label
gh651,TanStack CVE-2026-45321 GHSA-g7cv-rxg3-hmpx: TeamPCP Hijacks Legitimate Release Pipeline to Publish First SLSA-Attested Malicious npm Packages,"On May 11 2026 between 19:20 and 19:26 UTC, TeamPCP published 84 malicious artifacts across 42 @tanstack namespace packages by hijacking TanStack's legitimate OIDC-based release pipeline mid-workflow using three chained vulnerabilities, producing the first documented malicious npm packages carrying valid SLSA provenance cryptographic attestation generated by Sigstore.",AV-410,https://snyk.io/blog/tanstack-npm-packages-compromised/,AV-410
gh652,TanStack Worm Self-Propagates to Mistral AI UiPath and 170 Additional npm Packages Within Hours of Initial Compromise,"The TanStack supply chain worm self-propagated from the initial 42 @tanstack packages to @mistralai/mistralai, UiPath, and at least 170 additional npm packages within hours of the May 11 2026 compromise, with @tanstack/react-router alone receiving over 12.7 million weekly downloads amplifying the attack's blast radius massively.",AV-410,https://snyk.io/blog/tanstack-npm-packages-compromised/,AV-410
gh653,TeamPCP Compromises Aqua Security Trivy CVE-2026-33634 Supply Chain Attack Forces CISA KEV Catalog Addition,"Between February 27 and March 22 2026, TeamPCP compromised the widely-used Aqua Security Trivy container scanner by gaining unauthorized repository access, pushing a malicious release through official channels, and force-pushing tags on trivy-action and setup-trivy, resulting in CVE-2026-33634 being added to CISA's Known Exploited Vulnerabilities catalog.",AV-410,https://www.rapidfort.com/blog/pypi-npm-and-the-new-frontline-of-software-chain-attacks,AV-410
gh654,Trivy Security Scanner Weaponized as Credential-Stealing Malware Delivery Mechanism Across Thousands of CI Workflows,"TeamPCP weaponized the Trivy security scanner by compromising its official release to steal credentials from the CI pipelines where it ran, with the irony that a tool designed to find vulnerabilities became the delivery mechanism for credential-stealing malware executing with access to CI secrets across thousands of affected workflows.",AV-400,https://www.rapidfort.com/blog/pypi-npm-and-the-new-frontline-of-software-chain-attacks,AV-400
gh655,axios npm Package Compromised March 31 2026 Delivering RAT to macOS Windows and Linux via 100 Million Weekly Download Vector,"The axios npm package with approximately 100 million weekly downloads was compromised on March 31 2026 when attackers published malicious versions that silently pulled in a hidden dependency deploying a Remote Access Trojan across macOS, Windows, and Linux systems, with Huntress observing at least 135 endpoints contacting attacker C2 infrastructure during the three-hour exposure window.",AV-400,https://www.huntress.com/blog/axios-npm-compromise,AV-400
gh656,axios Compromise Uses Stolen npm Publish Token After TeamPCP Trivy Attack in Coordinated March 2026 Supply Chain Campaign,"The March 2026 axios npm compromise used stolen npm publish tokens obtained through the TeamPCP Trivy scanner attack earlier that month, demonstrating credential mutualization where secrets harvested from one supply chain attack directly enabled a subsequent attack against a different high-value package with 100 million weekly downloads.",AV-410,https://www.huntress.com/blog/axios-npm-compromise,AV-410
gh657,Bitwarden CLI npm Package CVE-2026-4.0 Compromised by TeamPCP April 22 2026 Between 5:57 and 7:30 PM EST,"The @bitwarden/cli npm package version 2026.4.0 was compromised by TeamPCP between 5:57 PM and 7:30 PM EST on April 22 2026, with the Bitwarden security team confirming that while the CLI distribution mechanism was affected, no end user vault data was accessed or at risk during the 94-minute exposure window.",AV-400,https://unit42.paloaltonetworks.com/monitoring-npm-supply-chain-attacks/,AV-400
gh658,LiteLLM PyPI Supply Chain Attack SNYK-PYTHON-LITELLM-15762713 Installs Multi-Stage Credential Stealer and Persistent Backdoor via .pth File,"The LiteLLM PyPI supply chain attack documented as SNYK-PYTHON-LITELLM-15762713 involved tampered versions that embedded malicious code in the proxy server module executing on import, and a malicious .pth file executing automatically at Python interpreter startup requiring no explicit import, installing a multi-stage credential stealer and persistent backdoor targeting millions of daily downloads.",AV-400,https://snyk.io/blog/tanstack-npm-packages-compromised/,AV-400
gh659,Telnyx npm Package with Over One Million Monthly Downloads Compromised in Early 2026 Supply Chain Attack Wave,"The Telnyx npm package with over one million monthly downloads was compromised as part of the early 2026 supply chain attack wave alongside Trivy, LiteLLM, and axios, demonstrating that attackers consistently targeted high-download packages to maximize the reach of credential theft and malware deployment across developer environments.",AV-400,https://www.rapidfort.com/blog/pypi-npm-and-the-new-frontline-of-software-chain-attacks,AV-400
gh660,SANDWORM_MODE Campaign Introduces Adaptive Supply Chain Worm Spreading Through Typosquatted npm Packages,"The SANDWORM_MODE supply chain campaign introduced an adaptive worm that spread through typosquatted npm packages and compromised developer environments, representing a new variant of supply chain worm toolchain that adapted its propagation techniques based on the specific npm ecosystem configuration found on each victim system.",AV-200,https://www.sonatype.com/resources/vulnerability-timeline,AV-200
gh661,React Native npm Packages Weaponized by GlassWorm Campaign Using Solana Blockchain as Decentralized C2 Channel,"Compromised React Native npm packages were weaponized as part of the GlassWorm campaign, using the Solana blockchain as a decentralized command-and-control channel to steal developer credentials and cryptocurrency wallet data, blending trusted packages with decentralized infrastructure to evade traditional C2 detection and takedown measures.",AV-400,https://www.sonatype.com/resources/vulnerability-timeline,AV-400
gh662,solana-py Malicious PyPI Package Exploits GitHub PyPI Naming Mismatch to Deceive Developers Using Hugging Face Spaces for Exfiltration,"The malicious PyPI package solana-py exploited a naming mismatch between GitHub and PyPI repositories to deceive developers expecting the legitimate Solana Python API, stealing cryptocurrency wallet keys and using a Hugging Face Spaces URL as the data exfiltration endpoint to avoid traditional malicious domain detection.",AV-200,https://www.sonatype.com/resources/vulnerability-timeline,AV-200
gh663,281000 Bogus npm Packages with Latin Gibberish Names Published Overnight to Strain Registry Infrastructure and Overwhelm Security Scanning,"Over 281,000 bogus npm packages with Latin gibberish names appeared in the npm registry overnight, mostly empty or forked from a blockchain-related GitHub repository without functional purpose, straining registry infrastructure and security scanning capabilities while potentially serving as a smokescreen for genuinely malicious package publications.",AV-200,https://www.sonatype.com/resources/vulnerability-timeline,AV-200
