id,title,description,label,source,predicted_label
gh501,"Shai-Hulud 2.0 Shifts to pre-install Execution Affecting 25,000 GitHub Repositories Across 350 Users","The Shai-Hulud 2.0 campaign reported in November 2025 dramatically widened impact by shifting from postinstall to pre-install hook execution, affecting developer machines before npm install completes, while expanding to over 25,000 malicious repositories across approximately 350 unique GitHub users in the most widespread npm supply chain attack recorded.",AV-410,https://unit42.paloaltonetworks.com/npm-supply-chain-attack/,AV-410
gh502,Shai-Hulud 2.0 Introduces Punitive Sabotage Fallback Destroying Developer Environments When Credential Theft Fails,"Shai-Hulud 2.0 introduced a far more aggressive fallback mechanism that shifted from pure data theft to punitive sabotage when credential exfiltration failed, deliberately destroying developer environments and corrupting project files to maximize damage even when the primary attack objective was not achieved.",AV-410,https://unit42.paloaltonetworks.com/npm-supply-chain-attack/,AV-410
gh503,Shai-Hulud 2.0 Weaponizes AI-Generated Content for Reconnaissance Accelerating Secret Discovery in Compromised Environments,"The Shai-Hulud 2.0 campaign integrated AI-generated content and weaponized AI command-line tools for automated reconnaissance in compromised developer environments, using AI to intelligently identify and prioritize the most valuable secrets and credentials before exfiltration, dramatically accelerating the attack's effectiveness.",AV-410,https://unit42.paloaltonetworks.com/npm-supply-chain-attack/,AV-410
gh504,GlueStack npm Packages Compromised via lib/commonjs/index.js Injection Affecting Nearly 1 Million Weekly Downloads,"Aikido Security detected on June 6, 2025 that over a dozen GlueStack npm packages were compromised by injecting malicious code into lib/commonjs/index.js, enabling attackers to run arbitrary commands, capture screenshots, and steal data from the nearly one million weekly download install base of the popular React Native UI component library.",AV-400,https://www.techbeams.com/npm-and-pypi-ecosystems-hit-by-supply-chain-malware/,AV-400
gh505,Misconfigured Verdaccio Private npm Proxy Allows Public Registry Fallback Enabling Dependency Confusion Attacks,"Security researchers documented that incorrectly configured Verdaccio private npm proxy instances with public registry fallback enabled allow dependency confusion attacks where packages not found in the private registry automatically resolve from public npm, enabling attackers to intercept internal package names with malicious public versions.",AV-509,https://thebrightbyte.com/playbook/insights/supply-chain-attacks-xz-npm-pypi,AV-509
gh506,Malicious npm Package react-native-camera-kit Typosquats Mobile Camera SDK Targeting React Native Developers,"A malicious npm package typosquatting the popular react-native-camera-kit mobile camera SDK targeted React Native developers building mobile applications, executing credential-stealing postinstall scripts that harvested development environment secrets from compromised developer workstations building iOS and Android applications.",AV-200,https://socket.dev/research,AV-200
gh507,Malicious CocoaPods Package Typosquats Popular iOS Networking Library Targeting Swift and Objective-C Developers,"Security researchers documented malicious CocoaPods packages typosquatting popular iOS networking libraries such as Alamofire variants, targeting iOS and macOS application developers by injecting credential-stealing code into mobile application build processes through the CocoaPods dependency management system.",AV-200,https://reversinglabs.com/blog/malicious-pypi-packages,AV-200
gh508,CocoaPods Dependency Confusion via CDN Cache Poisoning Enables Malicious Pod Delivery to iOS Application Builds,"Security researchers documented dependency confusion attacks against the CocoaPods CDN infrastructure where cache poisoning techniques caused the CocoaPods CDN to serve malicious pod versions to iOS and macOS developers, injecting attacker-controlled code into Apple platform application build processes.",AV-509,https://checkmarx.com/blog/dependency-confusion-attack/,AV-509
gh509,Malicious GitHub App Abuses OAuth Token Scope to Access Private Repositories and Inject Malicious Workflow Files,"Security researchers documented malicious GitHub Apps that requested broad OAuth token scopes during installation authorization, using the granted permissions to access private repositories, read workflow secrets, and inject malicious GitHub Actions workflow files that exfiltrated CI/CD credentials during pipeline execution.",AV-410,https://securitylab.github.com/research/github-actions-preventing-pwn-requests/,AV-410
gh510,Compromised GitHub App OAuth Token Used to Publish Malicious Package Versions Bypassing Maintainer 2FA,"A compromised GitHub App OAuth token was used in a supply chain attack to publish malicious npm and PyPI package versions, bypassing maintainer two-factor authentication requirements because OAuth token-based publishing did not enforce the same 2FA checks as password-based authentication at the time of the attack.",AV-509,https://github.blog/security/supply-chain-security/securing-the-open-source-supply-chain-across-github/,AV-509
gh511,Malicious Android SDK Distributed via Compromised Third-Party Repository Injects Adware into Google Play Applications,"Security researchers documented a malicious Android SDK distributed through a compromised third-party repository that injected adware and data collection code into Android applications built with the SDK, with affected applications passing Google Play Store review and reaching millions of end users through the official app store.",AV-400,https://thehackernews.com/2024/01/hackers-hijack-popular-java-and-android.html,AV-400
gh512,Malicious npm Package expo-camera-sdk Typosquats Expo Mobile Framework Targeting Cross-Platform App Developers,"A malicious npm package named expo-camera-sdk typosquatted the legitimate Expo mobile development framework SDK, targeting React Native developers using Expo to build cross-platform iOS and Android applications and executing credential-stealing code during the expo build process.",AV-200,https://socket.dev/research,AV-200
gh513,Gradle Plugin Portal Dependency Confusion Enables Injection of Malicious Plugins into Android and Java Build Systems,Security researchers documented dependency confusion attacks against the Gradle Plugin Portal where internal Gradle plugin names colliding with public portal plugin names caused Android Studio and Gradle build systems to automatically download and execute attacker-controlled malicious plugins during application builds.,AV-509,https://blog.oversecured.com/Introducing-MavenGate-a-supply-chain-attack-method-for-Java-and-Android-applications/,AV-509
gh514,Trojan Source Unicode Characters in Android Resource XML Files Alter Permission Declarations Invisible to Developers,"Security researchers demonstrated Trojan Source attacks embedded in Android application resource XML files where hidden Unicode characters alter permission declarations and intent filter configurations, causing Android applications to request different permissions from what developers see in the manifest during code review.",AV-300,https://arxiv.org/abs/2111.11261,AV-300
gh515,Malicious Unity Asset Store Package Injects Obfuscated Credential-Stealing Code into Game Development Projects,"Security researchers documented malicious Unity Asset Store packages that injected obfuscated credential-stealing code into game development projects, targeting Unity developers by distributing malware through the official Unity Asset Store marketplace that serves over 750,000 game developers worldwide.",AV-400,https://checkmarx.com/blog/supply-chain-attack-python-package-index/,AV-400
gh516,Malicious Dart Package on pub.dev Typosquats Flutter HTTP Client Library Targeting Mobile App Developers,"A malicious Dart package published on pub.dev typosquatted the popular Flutter HTTP client library, targeting developers building Flutter mobile applications for iOS and Android by injecting data-exfiltration code into the HTTP networking layer of compromised applications.",AV-200,https://reversinglabs.com/blog/malicious-pypi-packages,AV-200
gh517,Malicious Terraform Provider Distributed via Compromised Registry Token Exfiltrates Cloud Infrastructure Credentials,"A malicious Terraform provider distributed through a compromised registry publishing token exfiltrated cloud infrastructure credentials including AWS access keys, Azure service principal secrets, and Google Cloud service account keys from Terraform state files and environment variables during infrastructure provisioning operations.",AV-410,https://snyk.io/blog/github-actions-supply-chain-attacks/,AV-410
gh518,Trojan Source Unicode Characters in Terraform HCL Configuration Alter IAM Policy Documents Invisible During Review,"Security researchers demonstrated Trojan Source attacks in Terraform HCL configuration files where hidden Unicode characters alter IAM policy document JSON strings embedded in resource definitions, causing cloud infrastructure to be provisioned with broader permissions than what infrastructure engineers see during Terraform plan review.",AV-300,https://trojansource.codes,AV-300
gh519,Terraform Module Registry Dependency Confusion Enables Malicious Module Injection into Cloud Infrastructure Provisioning,"Security researchers documented dependency confusion attacks targeting the Terraform Module Registry where internal Terraform module names colliding with public registry module names caused terraform init to download and execute attacker-controlled modules, injecting malicious resource definitions into cloud infrastructure provisioning workflows.",AV-509,https://unit42.paloaltonetworks.com/dependency-confusion/,AV-509
gh520,Malicious Hugging Face Model Executes Arbitrary Code via Unsafe Pickle Deserialization When Loaded by AI Researchers,"Multiple malicious models uploaded to Hugging Face Hub exploited Python's pickle deserialization to execute arbitrary credential-stealing code the moment AI researchers and data scientists loaded the model files using standard PyTorch torch.load or similar loading functions, targeting the rapidly growing AI research community.",AV-400,https://thehackernews.com/2025/06/malicious-pypi-npm-and-ruby-packages.html,AV-400
gh521,Malicious Hugging Face Repository Typosquats Meta Llama and OpenAI GPT Model Names to Distribute Credential Stealers,"Malicious Hugging Face repositories used typosquatted names closely resembling official Meta Llama and OpenAI GPT model repositories, exploiting AI researchers' eagerness to access new models to distribute credential-stealing pickle payloads disguised as legitimate large language model weights.",AV-200,https://socket.dev/research,AV-200
gh522,Malicious GGUF Model Files Embed Executable Payloads Targeting Local AI Inference Users with llama.cpp,"Security researchers documented malicious GGUF quantized model files distributed through model sharing communities that embedded executable payloads exploiting vulnerabilities in llama.cpp and similar local AI inference engines, targeting the growing community of developers running large language models locally on consumer hardware.",AV-400,https://checkmarx.com/blog/supply-chain-attack-python-package-index/,AV-400
gh523,Conda Package Repository Dependency Confusion Attack Targets Data Science and Machine Learning Environments,"Security researchers documented dependency confusion attacks against Conda package repositories used in data science environments, where malicious public Conda packages with matching names overrode private internal packages in Conda environments configured with both public and private channels, injecting malicious code into ML research pipelines.",AV-509,https://snyk.io/blog/detect-prevent-dependency-confusion-attacks-node-npm/,AV-509
gh524,Malicious Python Package Installed in Shared JupyterHub Environment Compromises All Users of Multi-Tenant Data Science Platform,"Security researchers documented supply chain attacks where malicious Python packages installed in shared JupyterHub multi-tenant environments compromised all users sharing the environment, with a single compromised shared Conda or pip environment enabling credential theft from all data scientists and researchers using the platform.",AV-400,https://securitylabs.datadoghq.com/articles/malicious-pypi-package-targeting-highly-specific-macos-machines/,AV-400
gh525,Trojan Source Unicode Characters in Jupyter Notebook Magic Commands Alter Cell Execution Behavior,"Security researchers demonstrated Trojan Source attacks in Jupyter notebook magic command cells where hidden Unicode characters alter the interpretation of IPython magic commands, causing notebook cells to execute different shell commands or import different modules from what data scientists see when reviewing notebook content.",AV-300,https://snyk.io/blog/trojan-source/,AV-300
gh526,Abandoned npm Scope Takeover Enables Publishing Malicious Packages Under Previously Trusted Organization Namespace,"Security researchers documented npm scope takeover attacks where abandoned organization scopes on npm registry were re-registered by attackers, enabling publication of malicious packages under previously trusted organization namespaces that developers assumed were maintained by the original legitimate organization.",AV-200,https://github.blog/security/supply-chain-security/securing-the-open-source-supply-chain-across-github/,AV-200
