id,title,description,label,source,predicted_label
gh151,Malicious PyPI Package Targets macOS Developers with Hidden Cryptocurrency Miner,"Datadog Security Labs identified a malicious PyPI package specifically targeting macOS developer machines, executing a hidden cryptocurrency mining process that ran silently in the background while consuming system resources.",AV-400,https://securitylabs.datadoghq.com/articles/malicious-pypi-package-targeting-highly-specific-macos-machines/,AV-400
gh152,Docker Builder Cache Poisoning via Typosquatted Image Names in CI Builds,"A Docker cache poisoning vulnerability allowed attackers using typosquatted image names to cause CI pipelines to execute untrusted cached layers, potentially injecting malicious code into build artifacts without developer awareness.",AV-200,https://github.com/advisories/GHSA-xw73-rw38-6vjc,AV-200
gh153,Snyk Documents Dependency Confusion Attacks Targeting Scoped npm Packages,"Snyk researchers documented dependency confusion attacks specifically targeting scoped npm packages where public packages with matching scoped names override private internal dependencies, exploiting npm registry resolution priority to execute attacker-controlled code.",AV-509,https://snyk.io/blog/detect-prevent-dependency-confusion-attacks-node-npm/,AV-509
gh154,Checkmarx Documents Trojan Source Attack Altering Loop Behavior via Unicode,"Checkmarx researchers documented the Trojan Source attack technique where hidden Unicode characters alter loop execution behavior, causing code that appears syntactically correct to execute fundamentally different logic than what developers see during review.",AV-300,https://checkmarx.com/blog/trojan-source-attack/,AV-300
gh155,Codecov Bash Uploader Compromised to Exfiltrate CI Environment Credentials,"Attackers modified Codecov's bash uploader script used in CI pipelines to silently collect and exfiltrate environment variables including AWS credentials and tokens, affecting thousands of organizations that used the script in their build processes.",AV-410,https://about.codecov.io/security-update/,AV-410
gh156,PyTorch-nightly torchtriton Dependency Hijacked to Steal System Credentials,"Attackers uploaded a malicious torchtriton package to PyPI matching an internal PyTorch dependency, hijacking nightly builds and causing affected systems to execute credential-stealing code with full system privileges through dependency confusion.",AV-400,https://pytorch.org/blog/compromised-nightly-dependency/,AV-400
gh157,ReversingLabs Identifies Malicious PyPI Packages Using Character Substitution Typosquatting,"ReversingLabs researchers identified malicious PyPI packages using subtle character substitution techniques to create package names visually similar to legitimate libraries, deceiving developers into installing credential-stealing malware.",AV-200,https://reversinglabs.com/blog/malicious-pypi-packages,AV-200
gh158,JFrog Documents npm Dependency Confusion via Fallback Registry Exploitation,"JFrog researchers documented dependency confusion attacks exploiting npm fallback registry mechanisms where systems automatically resolve to public packages when private registry packages are unavailable, allowing attackers to intercept dependency resolution.",AV-509,https://jfrog.com/blog/npm-dependency-confusion/,AV-509
gh159,Snyk Documents Trojan Source Unicode Trick Modifying Conditional Statement Logic,"Snyk researchers documented the Trojan Source technique where hidden Unicode encoding changes conditional logic execution, causing if-else statements and boolean conditions to evaluate opposite to their visual appearance in code editors and review tools.",AV-300,https://snyk.io/blog/trojan-source/,AV-300
gh160,GitHub Security Lab Documents pwn-requests Attack Pattern in GitHub Actions,GitHub Security Lab documented the pwn-requests attack pattern where GitHub Actions workflows using pull_request_target with checkout of untrusted code allow attackers to execute encoded malicious payloads with repository write permissions and secret access.,AV-410,https://securitylab.github.com/research/github-actions-preventing-pwn-requests/,AV-410
gh161,dYdX Malicious npm Package Fetches Remote Cryptocurrency Wallet Stealer Payload,"Threat actors published malicious dYdX client packages to npm that downloaded and executed remote cryptocurrency wallet-stealing payloads after installation, targeting quantitative finance developers using the dYdX decentralized exchange platform.",AV-400,https://socket.dev/blog/malicious-dydx-packages-published-to-npm-and-pypi,AV-400
gh162,Dependency Confusion Attack Compromises Apple Microsoft Netflix and Tesla Build Systems,"Researcher Alex Birsan exploited dependency confusion by registering public packages at higher versions matching internal dependency names at 35 major organizations including Apple, Microsoft, Netflix, and Tesla, causing their build systems to automatically pull and execute attacker-controlled code.",AV-200,https://www.bleepingcomputer.com/news/security/researcher-hacks-over-35-tech-firms-in-novel-supply-chain-attack/,AV-200
gh163,OWASP Documents Dependency Confusion as Top Supply Chain Security Risk,OWASP documented dependency confusion as a critical supply chain security vulnerability where internal package names leaked through public repositories allow attackers to upload matching public packages that override private dependency resolution in enterprise build systems.,AV-509,https://owasp.org/www-project-top-ten/,AV-509
gh164,JFrog Documents Trojan Source Unicode Override Bypassing Security Checks,"JFrog researchers documented Trojan Source attacks where Unicode override characters alter code to bypass security checks, causing authentication and authorization logic to execute opposite to its intended behavior while appearing completely valid to human reviewers.",AV-300,https://jfrog.com/blog/trojan-source/,AV-300
gh165,Nx Build System npm Package Compromised with Environment Variable Exfiltration Malware,The popular Nx monorepo build system npm package was compromised with malicious code that scanned for and exfiltrated environment variables and secrets from enterprise development teams using the tool across thousands of repositories.,AV-410,https://github.com/nrwl/nx/security/advisories/GHSA-cxm3-wv7p-598c,AV-410
gh166,Malicious npm Package Scans System for Browser Session Tokens,"A malicious npm package discovered in the GitHub Advisory Database contained code that scanned victim systems for browser session tokens and authentication cookies, silently extracting and transmitting them to attacker-controlled infrastructure.",AV-400,https://github.com/advisories/GHSA-49c6-3wr4-8jr4,AV-400
gh167,Socket.dev Research Identifies Malicious Crypto Utility Packages Stealing Private Keys,"Socket.dev security researchers identified malicious npm packages mimicking cryptocurrency utility tools that silently exfiltrated wallet private keys and seed phrases from developer machines, targeting Web3 and blockchain application developers.",AV-200,https://socket.dev/research,AV-200
gh168,Unit42 Documents Dependency Confusion via Package Version Precedence Exploitation,Palo Alto Networks Unit42 researchers documented dependency confusion attacks exploiting package manager version precedence rules where higher-versioned public packages automatically supersede lower-versioned private internal dependencies in enterprise build environments.,AV-509,https://unit42.paloaltonetworks.com/dependency-confusion/,AV-509
gh169,Trojan Source Examples Repository Demonstrates Unicode Loop Injection Attacks,The trojan-source GitHub repository demonstrates real Trojan Source attack vectors including Unicode-concealed malicious loop injections where hidden control characters cause loop bodies to execute completely different code than what appears in the source file.,AV-300,https://github.com/nicowillis/trojan-source,AV-300
gh170,Datadog Documents Lessons from Recent npm Package Compromise Supply Chain Attacks,"Datadog Security Labs documented lessons from recent npm supply chain compromises where attackers injected malicious artifacts into CI/CD workflows, analyzing attack patterns and providing mitigation strategies for organizations using npm in their build pipelines.",AV-410,https://securitylabs.datadoghq.com/articles/learnings-from-recent-npm-compromises/,AV-410
gh171,ReversingLabs Documents Malware Obfuscation in Malicious pip Packages,"ReversingLabs researchers documented obfuscation techniques used in malicious PyPI packages including base64-encoded payloads and multi-stage loaders that initiate reverse shell connections after installation, evading static analysis detection.",AV-400,https://reversinglabs.com/blog/malware-obfuscation-techniques,AV-400
gh172,Phylum Discovers Malicious npm Package Campaign Using Express Framework Typosquatting,"Phylum researchers discovered a malicious npm package campaign using typosquatting against the Express web framework, publishing packages with near-identical names that executed malicious code during installation targeting Node.js web developers.",AV-200,https://phylum.io/blog/phylum-discovers-another-malicious-package-campaign/,AV-200
gh173,GitHub Advisory Database Documents Dependency Confusion via Registry Misconfiguration,"Multiple GitHub Security Advisories document dependency confusion vulnerabilities arising from incorrect private registry configurations that allow public package registries to override internal dependencies, enabling attackers to inject malicious code into enterprise build systems.",AV-509,https://github.com/advisories?query=dependency+confusion,AV-509
