id,title,description,label,source,predicted_label
gh851,PyPI Malicious Package colourfool Exploits Color Library Name to Deploy Reverse Shell on Developer Systems,"The malicious PyPI package colourfool used a UK English spelling variant to typosquat the popular color library, deploying a reverse shell payload that connected to attacker infrastructure and provided persistent remote access to compromised developer systems across Windows, Linux, and macOS platforms.",AV-200,https://www.aikido.dev/blog/software-supply-chain-security-vulnerabilities,AV-200
gh852,npm Package accesscontrol-plus Typosquats Popular RBAC Library to Deploy Information Stealer Targeting Developer Workstations,"The malicious npm package accesscontrol-plus typosquatted the popular accesscontrol role-based access control library, deploying an information stealer that collected browser credentials, SSH keys, and cloud provider tokens from developer workstations who mistakenly installed the package when setting up authorization systems.",AV-200,https://socket.dev/research,AV-200
gh853,Malicious PyPI Package requests-auth-aws-sigv4 Typosquats AWS Signing Library to Steal AWS Credentials from Cloud Developers,"A malicious PyPI package named requests-auth-aws-sigv4 typosquatted the legitimate requests-aws4auth AWS request signing library, specifically targeting AWS developers integrating cloud services by stealing AWS access keys and secret tokens from environment variables and credential files on compromised developer machines.",AV-200,https://reversinglabs.com/blog/malicious-pypi-packages,AV-200
gh854,npm Package http-proxy-middleware-dev Typosquats Popular Proxy Library Gaining 8000 Downloads Before Detection,"The malicious npm package http-proxy-middleware-dev typosquatted the extremely popular http-proxy-middleware package used in millions of React and Node.js projects, accumulating over 8,000 downloads by exploiting developer assumptions about development versus production package variants before security researchers detected and reported it.",AV-200,https://github.blog/security/supply-chain-security/securing-the-open-source-supply-chain-across-github/,AV-200
gh855,PyPI Package setup-tools Typosquats setuptools Build Tool Executing Malicious Code During Python Project Initialization,"The malicious PyPI package setup-tools used a hyphenated variant to typosquat the critical setuptools build infrastructure package, executing malicious credential-stealing code during Python project initialization when developers ran pip install setup-tools to set up their build environment.",AV-200,https://checkmarx.com/blog/supply-chain-attack-python-package-index/,AV-200
gh856,Malicious npm Package axios-interceptor Typosquats axios Plugin Ecosystem Targeting API Integration Developers,"Following the March 2026 axios compromise, attackers published malicious npm packages including axios-interceptor that typosquatted legitimate axios plugin packages, exploiting the heightened awareness around axios security to trick developers searching for axios-related tooling into installing credential-stealing malware.",AV-200,https://www.huntress.com/blog/axios-npm-compromise,AV-200
gh857,Lazarus Group Delivers macOS-Targeted RustBucket Malware via Compromised npm Package in Contagious Interview Campaign Extension,"An extension of the Lazarus Group Contagious Interview campaign delivered the macOS-targeted RustBucket malware through a compromised npm package, targeting macOS developer systems specifically by including macOS architecture detection that triggered the RustBucket payload only on Apple Silicon and Intel Mac systems.",AV-400,https://unit42.paloaltonetworks.com/npm-supply-chain-attack/,AV-400
gh858,BeaverTail Infostealer Delivered via Malicious npm Packages in Lazarus BlindingCan Campaign Targeting Cryptocurrency Developers,"The Lazarus Group BlindingCan campaign delivered the BeaverTail information stealer through malicious npm packages targeting cryptocurrency developers, with BeaverTail specifically designed to steal browser-stored credentials, cryptocurrency wallet data, and SSH keys from compromised developer systems.",AV-400,https://thehackernews.com/2025/08/malicious-pypi-and-npm-packages.html,AV-400
gh859,GHSA-c4xh-cx7g-p9j9 Malicious npm Package Deploys AsyncRAT Remote Access Trojan via Obfuscated PowerShell Dropper,"GitHub Security Advisory GHSA-c4xh-cx7g-p9j9 documents a malicious npm package that deployed AsyncRAT remote access trojan through a heavily obfuscated PowerShell dropper, providing attackers with persistent remote desktop access to compromised Windows developer systems alongside credential theft capabilities.",AV-400,https://github.com/advisories/GHSA-c4xh-cx7g-p9j9,AV-400
gh860,Malicious PyPI Package disguised as AI Tool Deploys Quasar RAT to Establish Persistent Remote Access on Developer Machines,"A malicious PyPI package disguised as an AI productivity tool deployed the Quasar remote access trojan to establish persistent remote access on developer machines, providing attackers with full desktop control, keylogging, screenshot capture, and file system access alongside credential theft from the compromised developer environment.",AV-400,https://thehackernews.com/2025/06/malicious-pypi-npm-and-ruby-packages.html,AV-400
gh861,GHSA-hxwh-jpp3-p5c7 npm Package SNYK-JS-MALICIOUSCREDS-8756432 Exfiltrates Credentials via Encrypted HTTPS to Bulletproof Hosting,"GitHub Security Advisory GHSA-hxwh-jpp3-p5c7 documents a malicious npm package that exfiltrated stolen credentials via encrypted HTTPS requests to bulletproof hosting infrastructure designed to resist law enforcement takedowns, making the C2 infrastructure significantly more resilient than typical attacker-controlled servers.",AV-400,https://github.com/advisories/GHSA-hxwh-jpp3-p5c7,AV-400
