id,title,description,label,source,predicted_label
gh801,Mini Shai-Hulud Spans npm PyPI and Composer Registries with 1055 Versions Across 502 Unique Packages in Full Campaign,"Socket tracked the full Mini Shai-Hulud campaign across npm, PyPI, and Composer registries with 1,055 malicious versions across 502 unique packages, with npm representing the overwhelming majority at 1,048 versions across 498 packages, plus 6 PyPI entries across 3 packages and 1 Composer package version entry.",AV-410,https://www.securityweek.com/over-320-npm-packages-hit-by-fresh-mini-shai-hulud-supply-chain-attack/,AV-410
gh802,Sonatype 2026 State of Supply Chain Documents 99 Percent of Open Source Malware Occurring on npm in 2025,"Sonatype's 2026 State of the Software Supply Chain report documented that over 99 percent of open source malware in 2025 occurred on the npm registry, making npm the overwhelmingly dominant attack surface for malicious package distribution despite PyPI and other ecosystems also experiencing significant supply chain attack activity.",AV-200,https://www.sonatype.com/state-of-the-software-supply-chain/2026/open-source-malware,AV-200
gh803,Lazarus Group Advances from Simple Droppers to Five-Stage Payload Chains Combining Credential Theft and Persistent Remote Access,"Sonatype's 2026 report documented that state-linked Lazarus Group advanced from simple cryptomining droppers to sophisticated five-stage payload chains combining initial droppers, credential theft, persistent remote access tooling, and lateral movement capabilities inside developer environments during 2025.",AV-400,https://www.sonatype.com/state-of-the-software-supply-chain/2026/open-source-malware,AV-400
gh804,Multi-Process Modular Malware Architecture Rises in npm and PyPI as Attackers Mirror Open Source Software Design Principles,"Sonatype documented a significant rise in multi-process modular malware architecture particularly in npm and PyPI where malicious packages adopted the same modular design that makes open source powerful, running coordinated credential theft, persistence, and exfiltration as separate processes that are harder to detect as a unified malicious payload.",AV-400,https://www.sonatype.com/state-of-the-software-supply-chain/2026/open-source-malware,AV-400
gh805,128 Phantom npm Packages Including openapi-generator-cli and cucumber-js Achieve 121539 Downloads via Typosquatting Over Six Months,"Aikido Security identified 128 phantom npm packages using typosquatting against popular scoped packages including openapi-generator-cli mimicking @openapitools/openapi-generator-cli with 48,356 downloads and cucumber-js mimicking @cucumber/cucumber with 32,110 downloads, achieving 121,539 total downloads between July 2025 and January 2026.",AV-200,https://thehackernews.com/2026/02/compromised-dydx-npm-and-pypi-packages.html,AV-200
gh806,Scoped Package Typosquatting Creates 3994 Downloads Per Week for Single Package When Developers Omit Scope Prefix,"Aikido Security researcher Charlie Eriksen documented that the phantom package openapi-generator-cli achieved 3,994 downloads in a single week by exploiting the common developer mistake of omitting the @openapitools scope prefix, representing nearly 4,000 times per week that developers attempted to install a command that does not exist under that unscoped name.",AV-200,https://thehackernews.com/2026/02/compromised-dydx-npm-and-pypi-packages.html,AV-200
gh807,dYdX Exchange Suffers Second npm Supply Chain Attack Two Years After First Incident Demonstrating Persistent Targeting of Cryptocurrency Platforms,"The dYdX cryptocurrency exchange suffered a second npm supply chain attack in 2026 when compromised packages delivered wallet-stealing malware and a Remote Access Trojan, two years after the September 2022 incident where a hijacked npm account was used to publish credential-stealing package versions, demonstrating persistent targeted supply chain attacks against cryptocurrency platforms.",AV-400,https://thehackernews.com/2026/02/compromised-dydx-npm-and-pypi-packages.html,AV-400
gh808,TeamPCP Financially Motivated Threat Group Targets Docker APIs Kubernetes Clusters and CI/CD Pipelines Across Multiple 2025-2026 Campaigns,"StepSecurity attributed multiple supply chain attack campaigns to TeamPCP as a financially motivated threat group that rose to prominence in late 2025, targeting Docker APIs, Kubernetes clusters, and CI/CD pipelines across campaigns including Trivy, Checkmarx, LiteLLM, SAP npm packages, axios, Bitwarden CLI, and TanStack.",AV-410,https://cybernews.com/security/npm-packages-with-millions-downloads-compromised/,AV-410
gh809,Fabricated Identity Commit by TeamPCP to Forked TanStack Repository Initiates Chain of Three GitHub Actions Vulnerabilities,"The TanStack supply chain attack began when TeamPCP submitted a malicious commit using a fabricated identity to a forked TanStack repository, initiating a chain of three GitHub Actions vulnerabilities that ultimately enabled publication of malicious packages with valid SLSA provenance attestation without requiring any stolen long-lived credentials.",AV-410,https://cybernews.com/security/npm-packages-with-millions-downloads-compromised/,AV-410
gh810,Shai-Hulud Hides Payloads Deep Within Duplicate Files and Nested Directories to Evade Superficial Security Scans,"Sonatype documented that Shai-Hulud evaded superficial security scans by hiding payloads deep within duplicate files and nested directory structures, requiring deep inspection of all package contents rather than surface-level file listing or metadata analysis to detect the malicious payload components.",AV-400,https://www.sonatype.com/state-of-the-software-supply-chain/2026/open-source-malware,AV-400
