id,title,description,label,source,predicted_label
gh901,GHSA-rc47-6667-6g3j npm Package with Dependency Confusion Exploits Missing Private Scope Registration on Corporate Artifactory,"GitHub Security Advisory GHSA-rc47-6667-6g3j documents a dependency confusion vulnerability where a missing private scope registration on a corporate Artifactory instance allowed a public npm package with the same unscoped name to be resolved automatically, enabling arbitrary code execution in enterprise build pipelines.",AV-509,https://github.com/advisories/GHSA-rc47-6667-6g3j,AV-509
gh902,pip --find-links and --index-url Flag Combination Creates Dependency Confusion When Private Index Lacks Complete Package Coverage,"Security researchers documented dependency confusion attacks exploiting the combination of pip --find-links and --index-url flags where private indexes with incomplete package coverage caused pip to fall back to public PyPI for missing packages, allowing attackers to publish matching public packages that were installed instead of the intended private dependencies.",AV-509,https://snyk.io/blog/detect-prevent-dependency-confusion-attacks-node-npm/,AV-509
gh903,Trojan Source Unicode Characters in Prisma Accelerate Configuration Alter Connection Pool Settings and Query Caching Rules,"Security researchers demonstrated Trojan Source attacks in Prisma Accelerate database proxy configuration files where hidden Unicode characters alter connection pool size limits and query result caching duration settings, causing database proxy deployments to apply different performance and resource consumption configurations from what engineers intend.",AV-300,https://trojansource.codes,AV-300
gh904,RubyGems Dependency Confusion via gemspec Source Block Misconfiguration Allows Public Gem Override of Private Enterprise Gem,"Security researchers documented dependency confusion attacks in Ruby gem resolution where misconfigured gemspec source blocks prioritized public RubyGems.org over private Gemfury or Artifactory enterprise gem servers, allowing attackers who registered identically-named public gems to override private enterprise gems in bundle install operations.",AV-509,https://arxiv.org/pdf/2002.01139,AV-509
gh905,Trojan Source Unicode Characters in Drizzle Kit drizzle.config.ts Alter Database Migration Output Directory and Schema Source Paths,"Security researchers demonstrated Trojan Source attacks in Drizzle Kit database migration tool configuration files where hidden Unicode characters alter migration output directory paths and schema source file locations, causing database migration tools to generate or apply migrations from different directories than what developers configure during database schema management.",AV-300,https://arxiv.org/abs/2111.11261,AV-300
gh906,Go Module Proxy GOPROXY Fallback Enables Dependency Confusion When Direct Module Fetching Falls Back to Public proxy.golang.org,"Security researchers documented Go module dependency confusion attacks exploiting the GOPROXY fallback mechanism where private module proxy unavailability caused Go tooling to fall back to the public proxy.golang.org, allowing attackers who published matching module paths to public registries to intercept dependency resolution for internal Go modules.",AV-509,https://socket.dev/blog/malicious-ruby-gems-and-go-modules-steal-secrets-poison-ci,AV-509
gh907,Trojan Source Unicode Characters in Cloudflare Workers wrangler.toml Alter Route Patterns and KV Namespace Bindings,"Security researchers demonstrated Trojan Source attacks in Cloudflare Workers configuration files where hidden Unicode characters alter route pattern definitions and KV namespace binding names, causing Cloudflare Workers deployments to serve different routes and access different KV storage namespaces from what developers configure during serverless edge function deployment.",AV-300,https://portswigger.net/daily-swig/trojan-source-attack,AV-300
gh908,Maven Dependency Confusion via Misconfigured Repository Order in settings.xml Prefers Central Over Private Nexus Repository,"Security researchers documented Maven dependency confusion attacks arising from misconfigured repository order in Maven settings.xml where Maven Central was listed before private Nexus repositories, causing Maven to prefer public Central artifacts over private internal ones when version numbers matched, enabling attackers to inject malicious public artifacts.",AV-509,https://github.blog/security/vulnerability-research/attacks-on-maven-proxy-repositories/,AV-509
gh909,Trojan Source Unicode Characters in Vercel vercel.json Alter Function Runtime Configuration and Edge Network Routing Rules,"Security researchers demonstrated Trojan Source attacks in Vercel deployment configuration files where hidden Unicode characters alter serverless function runtime settings and edge network routing configurations, causing Vercel deployments to route requests to different functions and apply different runtime resource limits from what developers intend during deployment configuration.",AV-300,https://jfrog.com/blog/trojan-source/,AV-300
gh910,NuGet Dependency Confusion via packages.config vs PackageReference Migration Exposes Unscoped Package Name Vulnerabilities,"Security researchers documented NuGet dependency confusion vulnerabilities specific to projects migrating from packages.config to PackageReference format, where the migration process could expose previously safe package references to public NuGet.org resolution when private feed configurations were not correctly migrated alongside the package reference format change.",AV-509,https://github.com/NuGet/Home/issues/10566,AV-509
